user_id,item_id,interaction_date,rating,interaction_type,play_count
298,648,2023-12-08,1.5,rate,13
298,793,2024-08-21,3.3,rate,17
298,1157,2023-08-31,3.0,view,32
298,1352,2024-11-03,2.0,rate,41
298,1702,2024-07-25,4.7,save,4
298,2649,2023-10-29,2.9,save,14
298,2762,2024-04-30,1.4,view,28
298,2907,2024-03-03,4.0,purchase,28
298,2910,2024-09-08,3.9,save,26
298,3409,2024-05-06,4.2,save,43
298,4187,2024-10-19,2.4,purchase,6
298,4208,2024-01-02,3.1,view,31
298,4321,2024-08-24,1.7,purchase,40
298,4543,2024-05-30,1.6,purchase,38
298,4824,2024-05-04,2.9,purchase,40
298,4967,2024-06-25,1.5,save,21
299,496,2024-04-13,1.1,view,43
299,717,2024-06-02,3.6,view,13
299,806,2024-05-15,1.1,save,31
299,916,2024-03-20,2.8,purchase,22
299,1004,2024-03-31,1.3,save,12
299,1659,2024-11-25,5.0,purchase,26
299,1756,2024-06-19,3.3,save,15
299,2154,2024-12-03,1.8,rate,41
299,2344,2024-03-31,1.5,view,17
299,2632,2024-06-04,2.7,save,13
299,2730,2024-05-09,5.0,rate,25
299,3640,2024-04-11,4.5,purchase,9
299,3750,2024-09-19,1.2,save,40
299,3958,2024-11-03,3.0,rate,2
299,4061,2024-07-21,4.2,purchase,19
299,4105,2024-04-24,4.2,save,37
299,4285,2024-10-15,4.0,rate,32
299,4749,2024-03-15,4.9,purchase,47
300,39,2024-07-15,3.1,save,11
300,254,2024-02-14,3.8,view,48
300,415,2024-11-14,3.7,rate,31
300,995,2024-05-28,3.5,rate,43
300,1392,2024-05-25,4.9,view,29
300,1810,2024-11-23,2.9,purchase,46
300,1843,2024-03-08,3.6,view,28
300,2195,2024-11-06,3.2,rate,40
300,2629,2024-01-22,4.1,rate,18
300,2921,2024-09-18,3.3,purchase,42
300,3161,2024-04-26,3.1,rate,1
300,3444,2024-11-29,3.1,purchase,28
300,3460,2024-05-24,3.5,save,39
300,3473,2024-12-10,4.0,rate,38
300,3569,2024-03-29,3.3,purchase,15
300,3583,2024-02-02,1.6,rate,41
300,3691,2024-07-02,2.0,rate,36
300,4016,2024-12-14,3.8,save,36
300,4126,2024-04-12,4.7,purchase,31
300,4228,2024-06-23,3.5,rate,7
300,4274,2024-05-04,3.4,view,12
300,4634,2024-01-29,1.9,purchase,3
300,4748,2024-04-16,2.4,view,19
300,4750,2024-10-11,2.8,rate,14
301,168,2024-03-16,3.5,save,25
301,1243,2024-12-09,1.1,rate,35
301,1394,2023-05-31,4.5,rate,36
301,1443,2024-09-08,2.2,rate,10
301,1466,2023-04-08,1.1,view,42
301,1590,2024-07-01,4.8,save,13
301,1665,2023-01-26,1.6,purchase,12
301,1678,2024-08-02,1.0,rate,37
301,1704,2023-10-28,4.1,purchase,38
301,1728,2023-11-02,3.0,purchase,41
301,1991,2023-10-09,3.1,view,40
301,2088,2023-08-09,3.8,view,7
301,2151,2024-04-08,4.0,view,44
301,2296,2023-08-10,3.0,save,23
301,2591,2024-06-06,3.9,purchase,41
301,2603,2023-04-26,4.5,rate,39
301,2689,2023-04-10,2.0,rate,21
301,2809,2024-11-25,1.6,purchase,23
301,3146,2023-03-10,3.4,view,36
301,3188,2024-09-06,4.0,view,17
301,3307,2024-11-29,4.2,view,34
301,3507,2023-07-07,4.2,rate,39
301,3948,2023-08-18,2.7,view,45
301,4061,2024-05-11,3.9,view,34
301,4156,2024-11-05,3.7,save,3
301,4785,2023-12-17,4.8,purchase,43
301,4975,2023-10-30,2.8,view,22
302,147,2024-08-24,2.9,view,32
302,639,2024-11-19,3.1,save,29
302,1122,2024-06-20,3.2,rate,27
302,1205,2024-05-09,4.9,view,23
302,1354,2024-10-21,3.2,rate,24
302,1659,2024-07-09,4.5,purchase,20
302,1891,2024-09-27,2.9,rate,31
302,1961,2024-09-05,3.2,save,50
302,2039,2024-11-09,1.8,rate,33
302,2112,2024-10-03,1.2,save,16
302,2137,2024-09-07,1.7,view,44
302,2297,2024-09-23,4.6,view,49
302,2442,2024-11-29,2.3,save,47
302,2696,2024-07-03,5.0,purchase,18
302,2918,2024-07-22,1.2,save,31
302,3098,2024-05-23,2.4,save,43
302,3161,2024-07-22,1.1,purchase,33
302,3307,2024-07-02,3.9,save,17
302,3320,2024-04-23,1.6,purchase,38
302,3353,2024-07-19,2.0,rate,13
302,3656,2024-06-01,4.2,view,19
302,4224,2024-09-25,1.9,rate,40
302,4589,2024-05-02,2.7,rate,7
302,4864,2024-05-08,3.3,purchase,37
303,471,2024-05-04,3.3,purchase,13
303,491,2024-04-14,3.5,view,32
303,504,2024-11-23,1.6,rate,10
303,590,2024-10-06,2.0,save,49
303,720,2024-05-24,3.3,view,38
303,806,2024-04-20,1.6,view,44
303,937,2024-02-13,3.4,save,37
303,1056,2024-02-09,2.3,rate,17
303,1479,2024-10-21,4.3,save,49
303,1590,2024-10-01,3.6,purchase,36
303,1760,2024-11-10,3.3,purchase,10
303,1801,2024-09-25,4.6,view,21
303,1947,2024-01-04,3.9,purchase,48
303,2004,2024-08-21,3.7,rate,45
303,2137,2024-01-24,3.3,rate,24
303,2157,2024-12-12,2.1,view,32
303,2561,2024-01-28,2.6,rate,7
303,2718,2024-06-28,3.6,rate,45
303,2990,2024-01-29,1.2,save,1
303,2997,2024-07-18,1.6,rate,9
303,3319,2024-05-28,2.9,save,25
303,3703,2024-07-30,1.4,rate,49
303,3853,2024-07-01,4.2,purchase,15
303,3901,2024-01-05,3.6,purchase,17
303,4097,2024-10-19,2.9,purchase,43
303,4199,2024-07-24,4.2,save,5
303,4281,2024-12-04,3.0,rate,13
303,4325,2024-03-20,1.6,save,15
303,4347,2024-05-30,1.3,view,36
303,4513,2024-10-01,3.7,purchase,26
303,4722,2024-04-08,1.3,view,48
303,4974,2024-08-17,1.2,save,11
304,190,2024-08-06,1.7,view,37
304,307,2024-08-16,2.6,view,35
304,746,2024-06-03,3.1,purchase,47
304,918,2024-05-14,3.0,view,28
304,928,2024-06-07,4.2,purchase,19
304,1020,2024-11-03,3.4,purchase,45
304,1646,2024-06-22,4.7,view,48
304,1681,2024-04-01,4.7,rate,42
304,1745,2024-11-02,3.4,save,26
304,1779,2024-04-22,4.2,save,11
304,1803,2024-10-02,5.0,purchase,18
304,1915,2024-04-05,4.1,view,32
304,1925,2024-07-02,1.2,purchase,47
304,1942,2024-12-02,3.3,purchase,45
304,1963,2024-05-22,4.4,purchase,4
304,2256,2024-12-04,1.3,view,1
304,2305,2024-08-09,2.9,view,28
304,2639,2024-10-29,4.2,save,29
304,2662,2024-07-17,2.0,purchase,16
304,3170,2024-10-24,4.9,purchase,24
304,3554,2024-08-28,3.2,purchase,8
304,3720,2024-09-09,3.7,view,50
304,3799,2024-12-05,3.6,view,14
304,4255,2024-10-17,4.0,rate,20
304,4320,2024-12-15,3.5,save,28
304,4352,2024-04-18,4.1,rate,24
304,4801,2024-09-27,4.1,purchase,24
305,49,2024-05-31,2.5,save,38
305,118,2024-07-20,4.5,purchase,6
305,163,2024-01-25,3.6,view,6
305,171,2023-09-29,2.6,save,33
305,275,2023-11-15,3.0,rate,38
305,916,2023-08-27,3.6,purchase,43
305,959,2024-05-28,1.2,view,20
305,993,2023-08-25,3.3,save,40
305,1162,2023-12-10,2.9,view,44
305,1364,2024-08-05,1.7,purchase,5
305,1486,2023-12-27,2.6,view,6
305,1513,2024-03-19,1.7,rate,37
305,1872,2024-03-11,1.4,purchase,8
305,2084,2024-07-19,3.0,purchase,27
305,2414,2024-04-18,3.9,purchase,19
305,2427,2024-10-29,3.1,save,23
305,2520,2023-10-21,4.4,rate,11
305,2837,2024-03-12,4.6,view,28
305,2932,2024-02-10,4.1,save,46
305,2971,2024-10-05,1.5,view,4
305,3237,2024-11-07,4.7,rate,5
305,3414,2024-06-22,4.8,save,15
305,3465,2023-12-04,4.4,purchase,45
305,4081,2024-01-08,3.9,save,32
305,4456,2024-05-26,3.9,save,4
305,4725,2024-02-06,2.1,rate,36
306,324,2024-10-24,4.3,view,41
306,346,2024-12-05,2.1,save,21
306,405,2024-05-11,4.0,save,43
306,769,2024-04-10,4.7,view,3
306,811,2023-12-18,2.9,purchase,45
306,1039,2024-11-05,4.1,rate,24
306,1239,2024-03-04,3.5,view,1
306,1343,2024-10-24,3.2,purchase,39
306,1766,2024-07-07,3.3,purchase,49
306,1922,2024-05-19,4.6,save,4
306,2292,2024-09-16,3.2,purchase,11
306,2417,2024-11-13,4.0,rate,25
306,2502,2024-02-09,2.3,purchase,39
306,2610,2023-12-16,2.3,view,43
306,3063,2024-05-07,1.4,view,32
306,3745,2023-10-12,1.7,view,2
306,4504,2024-08-13,2.0,view,3
306,4513,2024-07-16,4.4,view,36
306,4662,2024-10-06,2.6,rate,34
306,4772,2023-11-21,4.5,purchase,2
307,75,2024-12-09,2.0,view,37
307,110,2024-12-02,1.8,purchase,28
307,126,2024-12-03,1.2,purchase,24
307,220,2024-12-06,2.5,view,36
307,744,2024-12-14,1.5,view,24
307,774,2024-12-02,2.7,view,44
307,830,2024-12-04,1.1,purchase,13
307,891,2024-12-12,2.6,view,27
307,910,2024-12-11,1.6,purchase,4
307,1082,2024-12-15,1.6,rate,47
307,1257,2024-12-15,4.5,view,39
307,1345,2024-12-10,3.6,view,27
307,1417,2024-12-08,1.3,purchase,25
307,1556,2024-12-09,4.2,view,46
307,1720,2024-12-12,4.2,purchase,40
307,1773,2024-12-15,2.5,purchase,12
307,1834,2024-12-03,3.2,view,48
307,1843,2024-12-15,4.5,rate,44
307,1983,2024-12-14,3.9,view,13
307,2081,2024-12-13,4.5,purchase,35
307,2204,2024-12-03,2.4,rate,32
307,2338,2024-12-08,2.5,rate,19
307,2583,2024-12-02,1.9,save,14
307,2709,2024-12-07,4.2,view,39
307,2720,2024-12-02,3.6,purchase,21
307,3795,2024-12-15,3.3,purchase,42
307,4164,2024-12-07,3.4,rate,7
307,4628,2024-12-09,3.8,view,2
307,4712,2024-12-06,4.3,purchase,26
307,4818,2024-12-14,1.3,purchase,24
307,4915,2024-12-03,1.4,rate,30
308,118,2024-12-09,3.3,rate,29
308,127,2024-08-16,3.5,view,17
308,461,2024-09-22,2.8,view,11
308,618,2024-10-17,2.0,view,40
308,664,2024-11-05,1.6,purchase,16
308,674,2024-10-29,2.9,save,1
308,991,2024-07-21,3.4,rate,23
308,1024,2024-10-21,1.4,purchase,17
308,1211,2024-07-15,2.3,view,2
308,1224,2024-07-05,4.4,view,26
308,1265,2024-08-11,3.4,rate,19
308,1518,2024-08-15,2.7,rate,32
308,1568,2024-11-03,3.9,purchase,37
308,1604,2024-11-20,1.2,save,9
308,1649,2024-08-02,2.5,purchase,36
308,1769,2024-07-07,4.9,view,37
308,1942,2024-07-18,4.1,rate,23
308,2376,2024-10-02,1.8,purchase,17
308,3213,2024-09-19,1.8,purchase,42
308,3244,2024-09-21,2.5,purchase,29
308,4365,2024-10-14,4.4,purchase,33
308,4369,2024-08-30,3.4,view,2
308,4393,2024-08-10,4.7,rate,14
308,4910,2024-11-24,4.9,rate,46
308,4963,2024-11-04,4.8,save,50
309,219,2024-03-10,3.6,rate,27
309,334,2024-10-05,2.6,save,17
309,444,2023-08-27,1.3,rate,35
309,515,2023-07-07,2.8,rate,14
309,598,2024-11-02,2.6,rate,42
309,630,2024-03-13,1.8,view,7
309,634,2024-01-18,1.1,purchase,8
309,756,2023-05-30,3.2,view,33
309,790,2024-06-29,4.6,save,18
309,1201,2023-08-29,3.5,rate,43
309,1216,2023-09-21,3.4,view,26
309,1224,2024-09-05,2.3,purchase,39
309,1758,2024-06-29,3.2,rate,34
309,1915,2024-03-18,1.3,rate,6
309,2153,2024-03-22,2.8,view,25
309,2340,2024-03-01,2.3,rate,47
309,2447,2023-10-31,1.3,view,43
309,2672,2024-08-27,3.5,view,20
309,2674,2023-05-19,3.8,rate,46
309,3137,2024-07-21,2.2,save,8
309,3141,2024-06-03,4.9,purchase,37
309,3189,2024-02-04,4.3,rate,28
309,3460,2024-10-18,3.6,save,18
309,3676,2024-05-10,3.7,save,45
309,3692,2024-10-09,1.4,view,18
309,3882,2024-08-04,2.3,rate,49
309,3953,2023-10-01,2.5,purchase,45
309,4281,2024-06-01,3.9,view,40
309,4735,2024-08-15,4.0,rate,24
309,4765,2023-11-08,3.6,rate,18
310,35,2024-12-14,1.3,view,9
310,292,2024-12-09,1.5,view,46
310,358,2024-12-11,4.2,purchase,10
310,512,2024-12-15,2.8,save,45
310,723,2024-12-14,4.1,purchase,23
310,945,2024-12-14,4.7,view,30
310,968,2024-12-10,2.3,purchase,26
310,1194,2024-12-13,1.8,purchase,1
310,1239,2024-12-14,1.6,view,32
310,1426,2024-12-10,1.7,view,50
310,1443,2024-12-14,4.7,rate,45
310,2071,2024-12-09,1.3,save,15
310,2269,2024-12-15,3.8,rate,15
310,2358,2024-12-08,3.3,rate,39
310,2443,2024-12-12,4.5,save,5
310,2552,2024-12-13,3.5,rate,41
310,2758,2024-12-09,4.0,save,36
310,2778,2024-12-15,2.3,save,5
310,2870,2024-12-10,1.2,view,41
310,3061,2024-12-13,1.2,rate,40
310,3814,2024-12-08,4.3,save,30
310,3873,2024-12-10,4.9,rate,33
310,4262,2024-12-09,4.5,view,24
310,4559,2024-12-11,2.7,view,21
310,4713,2024-12-11,3.5,rate,40
310,4762,2024-12-11,2.2,purchase,15
311,41,2024-07-15,1.1,purchase,19
311,104,2024-07-17,3.1,view,4
311,202,2024-04-15,3.9,purchase,10
311,271,2024-05-18,3.4,view,15
311,330,2024-04-23,4.8,rate,41
311,374,2024-08-05,4.4,rate,32
311,869,2024-08-30,1.4,rate,22
311,1224,2024-04-28,3.3,view,27
311,1377,2024-11-11,1.8,rate,21
311,1433,2024-10-16,1.8,rate,17
311,1788,2024-10-15,5.0,view,4
311,1789,2024-08-25,1.1,save,14
311,1810,2024-07-12,4.0,purchase,25
311,1831,2024-04-26,4.7,rate,17
311,1832,2024-09-28,1.5,purchase,30
311,1842,2024-09-21,2.9,save,25
311,2070,2024-10-26,4.5,purchase,6
311,2237,2024-09-19,3.3,save,24
311,2595,2024-04-03,1.3,rate,22
311,3669,2024-10-02,2.5,purchase,33
311,3830,2024-09-11,4.4,view,29
311,4463,2024-07-01,1.6,view,13
311,4936,2024-09-27,3.7,purchase,33
311,4979,2024-11-20,3.7,purchase,1
311,4985,2024-06-10,2.3,view,11
312,386,2024-08-09,3.8,purchase,28
312,671,2023-11-05,2.1,purchase,40
312,672,2023-11-03,1.4,save,50
312,880,2024-02-17,2.0,rate,45
312,1487,2024-01-17,2.1,save,30
312,1890,2024-02-26,3.8,view,7
312,1992,2024-03-16,2.1,save,22
312,2033,2024-02-24,3.4,purchase,1
312,2186,2023-11-13,2.8,rate,15
312,2374,2024-07-21,2.9,rate,14
312,2631,2024-09-11,4.7,save,35
312,2853,2024-01-25,2.2,purchase,26
312,3105,2024-09-18,4.6,save,38
312,3562,2023-12-28,3.5,purchase,32
312,3779,2024-09-29,2.6,view,34
312,4034,2023-12-21,2.0,rate,40
312,4089,2023-10-21,1.4,purchase,10
312,4155,2023-08-09,4.1,purchase,12
312,4347,2023-12-09,4.3,purchase,27
312,4939,2024-06-11,1.8,purchase,23
313,25,2024-11-11,4.1,save,32
313,36,2023-12-08,4.2,rate,43
313,206,2023-12-21,2.4,save,45
313,1027,2024-11-19,4.4,rate,50
313,1396,2024-02-28,3.9,rate,15
313,1453,2024-02-04,3.0,purchase,37
313,1667,2024-04-09,2.8,view,8
313,1992,2024-05-25,4.9,view,28
313,2202,2024-09-28,4.7,view,30
313,2280,2024-09-17,1.8,purchase,43
313,2547,2024-08-29,2.9,rate,4
313,2736,2024-01-30,1.1,rate,16
313,2806,2024-03-23,2.2,rate,1
313,3131,2024-01-21,1.0,save,17
313,3235,2024-11-17,1.3,purchase,45
313,3374,2024-10-14,3.0,purchase,43
313,3640,2024-06-23,4.8,save,44
313,3869,2024-08-21,3.4,view,38
313,3976,2024-10-29,3.3,save,31
313,4282,2024-03-14,3.4,save,13
313,4907,2024-05-02,4.5,rate,35
313,4920,2024-08-29,2.9,save,17
314,161,2024-11-29,4.7,purchase,44
314,550,2023-10-13,1.0,save,21
314,799,2024-07-20,1.1,view,48
314,860,2023-10-20,4.9,rate,8
314,908,2024-06-18,2.8,view,25
314,1014,2024-07-01,1.6,purchase,14
314,1252,2024-06-17,3.4,purchase,48
314,1281,2024-07-09,3.3,purchase,48
314,1533,2024-07-16,1.1,view,6
314,1599,2023-12-28,4.4,rate,27
314,1854,2024-08-31,1.5,save,24
314,1934,2024-03-10,4.5,save,50
314,1983,2024-10-12,3.5,purchase,9
314,2201,2024-11-07,4.5,purchase,42
314,2273,2024-02-11,4.9,purchase,46
314,2643,2024-07-29,3.0,purchase,7
314,2666,2024-01-06,4.2,purchase,32
314,2720,2024-06-04,3.3,rate,21
314,2890,2024-08-27,2.1,rate,41
314,2916,2024-06-05,4.3,save,18
314,3015,2023-10-09,1.6,purchase,5
314,3120,2024-06-16,4.0,save,8
314,3437,2024-02-12,2.9,purchase,26
314,3491,2024-10-25,1.9,rate,5
314,3574,2024-03-13,4.5,save,36
314,3618,2024-12-15,3.7,purchase,1
314,3706,2023-10-08,1.6,save,39
314,4024,2024-03-10,4.4,save,7
314,4033,2024-03-08,1.2,view,49
314,4249,2024-08-04,1.1,purchase,32
314,4385,2023-11-03,4.8,rate,6
314,4506,2024-12-11,2.4,rate,44
314,4643,2024-02-23,1.2,purchase,31
314,4815,2023-10-15,1.6,view,29
315,187,2024-05-05,1.4,save,30
315,268,2024-08-11,4.2,rate,23
315,696,2024-03-13,1.7,purchase,25
315,703,2024-02-27,3.4,view,25
315,942,2024-06-29,1.1,view,30
315,1763,2024-08-18,1.6,rate,32
315,1766,2023-11-10,4.9,purchase,5
315,1856,2023-12-02,2.1,save,38
315,2214,2024-01-09,1.1,view,12
315,2401,2024-06-27,3.6,save,42
315,3001,2024-07-04,1.2,rate,43
315,3009,2024-07-05,1.6,rate,7
315,3167,2024-07-02,1.2,view,37
315,3375,2023-12-05,3.8,purchase,38
315,3648,2024-02-24,4.2,purchase,7
315,3721,2024-06-10,4.4,view,9
315,4285,2024-12-05,4.5,view,45
315,4325,2024-11-21,4.2,view,5
315,4384,2023-10-29,1.1,view,11
315,4552,2024-07-25,2.3,rate,24
315,4600,2024-06-21,4.1,view,32
315,4634,2024-01-24,3.4,view,41
316,423,2024-08-13,1.5,view,5
316,695,2024-05-02,2.1,view,46
316,1069,2024-05-15,4.6,purchase,13
316,1529,2024-09-09,2.9,purchase,30
316,1617,2024-04-28,1.7,rate,16
316,2065,2024-06-16,2.2,view,1
316,2272,2024-10-02,2.5,purchase,32
316,2928,2024-09-19,3.5,save,6
316,3084,2024-04-27,4.0,save,36
316,3564,2024-09-05,3.9,view,24
316,3591,2024-10-26,3.8,save,11
316,3753,2024-10-15,2.6,purchase,2
316,3945,2024-08-07,2.8,purchase,38
316,4061,2024-09-24,1.2,purchase,11
316,4092,2024-11-22,3.2,rate,33
316,4548,2024-07-04,1.2,save,3
317,47,2023-08-12,2.4,save,19
317,322,2024-08-17,1.1,rate,12
317,566,2024-04-15,3.9,view,33
317,798,2023-12-22,2.3,purchase,31
317,899,2024-02-05,1.5,save,8
317,929,2023-07-20,4.3,purchase,8
317,960,2024-03-02,4.6,save,17
317,982,2023-10-21,1.5,view,22
317,1122,2024-07-08,1.3,save,13
317,1292,2023-09-25,2.8,purchase,42
317,1454,2023-10-01,2.0,purchase,16
317,1507,2023-11-21,3.1,view,3
317,1916,2023-05-06,4.5,purchase,47
317,2232,2024-06-06,4.2,purchase,17
317,2314,2024-10-14,3.5,save,40
317,2387,2023-09-12,4.1,save,12
317,2973,2024-07-21,1.2,purchase,28
317,3210,2024-10-30,2.0,rate,28
317,3359,2023-06-29,2.6,view,44
317,3547,2024-03-16,4.3,rate,37
317,3925,2023-11-17,4.7,purchase,11
317,3942,2024-06-06,2.2,save,19
317,3969,2024-03-02,1.9,purchase,37
317,4023,2023-05-15,3.8,save,45
317,4459,2024-03-10,4.3,view,41
317,4589,2023-10-25,2.6,rate,50
317,4662,2024-07-10,1.7,purchase,23
317,4808,2024-08-27,2.5,save,42
317,4825,2024-11-10,2.4,purchase,21
318,60,2024-12-15,1.1,purchase,13
318,248,2024-12-14,2.7,rate,31
318,723,2024-12-14,1.9,rate,34
318,890,2024-12-14,4.8,purchase,41
318,983,2024-12-14,3.1,rate,45
318,1105,2024-12-14,2.2,rate,27
318,1429,2024-12-15,2.2,rate,43
318,1435,2024-12-15,3.7,purchase,14
318,1496,2024-12-14,1.9,save,18
318,1588,2024-12-14,2.6,rate,5
318,1956,2024-12-15,4.3,purchase,14
318,2122,2024-12-14,1.9,save,5
318,2967,2024-12-15,5.0,purchase,19
318,3042,2024-12-15,2.1,view,23
318,3140,2024-12-14,1.9,save,8
318,3204,2024-12-15,4.2,save,1
318,3300,2024-12-15,1.1,purchase,12
318,3702,2024-12-15,1.8,rate,18
318,3920,2024-12-14,3.3,rate,25
318,4137,2024-12-14,1.8,save,35
318,4497,2024-12-14,4.5,rate,47
318,4602,2024-12-14,4.4,view,39
318,4659,2024-12-15,4.8,view,20
318,4845,2024-12-15,2.4,purchase,36
319,111,2024-02-29,3.4,rate,32
319,467,2024-05-30,4.8,save,9
319,788,2024-08-22,2.0,rate,41
319,789,2024-11-16,4.5,purchase,7
319,919,2024-06-03,3.9,purchase,15
319,1441,2024-06-15,4.9,purchase,23
319,1505,2023-10-20,1.6,view,49
319,1649,2024-08-22,1.1,save,15
319,2282,2024-04-19,1.3,save,15
319,2595,2024-08-07,3.8,view,39
319,3088,2024-03-06,4.4,rate,22
319,3342,2024-02-24,4.1,save,50
319,3567,2024-06-19,1.5,purchase,26
319,3569,2024-07-03,3.6,purchase,36
319,3873,2024-05-09,3.0,purchase,30
319,3974,2024-05-08,2.2,save,31
319,4186,2024-09-16,2.2,view,27
319,4256,2024-04-29,1.5,purchase,13
319,4423,2024-06-10,4.1,view,9
319,4488,2024-07-19,2.1,purchase,31
320,52,2024-07-27,3.4,purchase,27
320,322,2024-07-29,4.6,purchase,25
320,550,2024-07-09,3.7,purchase,10
320,619,2024-06-22,2.1,purchase,37
320,1575,2024-10-23,2.9,rate,46
320,1600,2024-10-15,3.4,save,48
320,2046,2024-11-22,3.5,purchase,44
320,2286,2024-03-27,1.6,rate,20
320,2606,2024-08-08,3.9,view,4
320,2725,2024-08-12,4.7,save,28
320,2800,2024-07-30,1.8,save,49
320,3080,2024-06-07,3.3,view,12
320,3223,2024-07-23,1.6,save,5
320,3320,2024-11-08,1.3,save,48
320,3407,2024-08-05,4.1,save,48
320,3606,2024-12-08,1.0,purchase,23
320,3691,2024-04-09,2.8,purchase,30
320,4035,2024-04-26,1.4,view,9
320,4179,2024-08-21,1.2,view,31
320,4334,2024-09-03,4.7,save,21
320,4391,2024-03-12,1.4,purchase,38
320,4920,2024-03-21,1.9,rate,45
321,153,2024-05-22,3.0,rate,43
321,211,2024-11-14,1.5,save,10
321,330,2024-05-20,4.7,view,30
321,553,2024-10-02,1.4,rate,7
321,855,2024-09-06,1.2,rate,45
321,1148,2024-07-31,4.7,view,11
321,1517,2024-11-28,4.6,rate,26
321,1834,2024-10-30,2.9,save,46
321,2414,2024-09-21,2.3,save,33
321,2553,2024-04-05,3.7,save,28
321,2591,2024-07-11,1.2,view,21
321,2606,2024-10-27,4.8,rate,27
321,2789,2024-08-08,4.5,view,38
321,3050,2024-10-06,2.4,rate,43
321,3348,2024-05-01,2.4,rate,36
321,3569,2024-07-13,3.7,purchase,27
321,3574,2024-03-31,4.4,save,48
321,3781,2024-08-05,1.8,purchase,44
321,3785,2024-08-05,3.7,rate,31
321,4007,2024-09-10,3.1,rate,16
321,4118,2024-09-11,3.3,rate,17
321,4122,2024-08-09,4.0,view,46
321,4250,2024-11-09,3.6,view,9
321,4527,2024-05-08,2.5,rate,36
321,4543,2024-09-29,2.0,rate,43
321,4745,2024-08-01,4.1,rate,30
321,4924,2024-05-19,2.0,purchase,18
322,129,2024-08-25,1.9,save,16
322,265,2024-12-08,1.6,purchase,44
322,296,2024-12-12,5.0,view,10
322,483,2024-10-11,4.9,save,33
322,603,2024-03-09,4.7,view,35
322,678,2024-03-25,2.6,view,21
322,831,2024-11-25,5.0,purchase,32
322,1006,2024-08-25,3.0,rate,42
322,1026,2024-09-23,3.3,purchase,12
322,1163,2024-09-17,1.3,save,18
322,1170,2024-04-13,5.0,purchase,47
322,1205,2024-06-12,4.3,save,32
322,1357,2024-07-09,1.8,view,36
322,2464,2024-04-16,5.0,purchase,21
322,2715,2024-05-24,4.0,rate,14
322,2718,2024-05-09,2.5,purchase,46
322,2905,2024-06-06,3.4,rate,8
322,3871,2024-05-28,2.6,view,22
322,3885,2024-03-24,3.9,view,44
322,4446,2024-06-11,2.1,rate,39
322,4514,2024-07-24,4.9,save,18
322,4519,2024-03-21,2.6,view,27
322,4659,2024-07-07,1.7,view,13
322,4665,2024-04-29,2.7,rate,9
322,4702,2024-08-08,3.2,view,8
322,4845,2024-10-10,3.6,save,18
322,4988,2024-09-27,2.1,save,9
323,123,2024-07-13,3.2,purchase,19
323,205,2024-05-17,1.7,view,25
323,495,2024-05-01,3.3,save,10
323,566,2024-02-01,4.3,save,50
323,603,2024-07-14,1.7,rate,13
323,821,2024-04-03,2.6,rate,43
323,1256,2024-09-13,4.9,save,15
323,1375,2024-09-01,3.1,view,47
323,1756,2024-12-05,3.7,rate,47
323,1832,2024-03-26,2.3,rate,31
323,1871,2024-09-24,3.4,rate,26
323,2153,2024-10-16,3.5,view,2
323,2167,2024-04-19,2.2,save,16
323,2841,2024-04-22,3.3,view,44
323,2971,2024-01-17,3.9,rate,13
323,3082,2024-09-17,3.9,view,6
323,3303,2024-06-09,3.9,view,22
323,3346,2024-03-13,2.9,save,28
323,3908,2024-06-14,2.4,rate,14
323,3947,2024-06-16,3.4,view,13
323,3966,2024-09-18,1.8,view,44
323,4024,2024-10-06,4.3,view,8
323,4417,2024-01-18,2.1,rate,4
323,4509,2024-10-22,2.7,rate,15
323,4845,2024-06-03,2.5,save,21
323,4910,2024-03-19,2.0,save,1
324,54,2024-04-14,3.2,view,27
324,405,2024-07-14,2.6,save,44
324,602,2024-08-04,3.8,purchase,35
324,792,2024-12-14,3.8,view,12
324,1042,2024-07-01,2.9,save,36
324,1145,2024-07-03,4.6,rate,32
324,1455,2024-10-21,1.2,purchase,8
324,1663,2024-10-08,3.1,view,27
324,1798,2024-10-13,3.8,view,17
324,2081,2024-06-26,1.9,rate,1
324,2129,2024-04-28,3.9,save,40
324,2313,2024-04-03,2.0,rate,14
324,2392,2024-12-01,1.2,purchase,29
324,3097,2024-10-14,4.7,rate,26
324,3099,2024-09-21,3.9,rate,2
324,3142,2024-07-25,2.3,purchase,37
324,3465,2024-11-20,4.0,purchase,12
324,3593,2024-05-06,2.0,save,47
324,4016,2024-12-10,4.8,rate,32
324,4018,2024-06-17,1.3,save,9
324,4165,2024-05-18,3.2,view,42
324,4459,2024-09-26,1.4,purchase,14
325,461,2024-12-05,3.6,view,30
325,550,2024-01-29,3.7,purchase,13
325,673,2024-08-13,1.0,save,7
325,777,2024-01-03,4.6,view,38
325,1089,2024-04-04,2.5,save,50
325,1205,2024-08-19,2.9,save,33
325,1314,2024-05-02,4.3,purchase,2
325,1364,2024-01-12,4.1,rate,27
325,1633,2024-10-31,2.6,purchase,4
325,2490,2024-04-17,1.3,rate,22
325,2967,2024-07-10,4.0,purchase,20
325,3091,2024-01-09,4.3,view,44
325,3597,2024-08-11,3.7,view,19
325,3854,2024-07-23,3.3,view,14
325,4456,2024-02-12,4.2,purchase,49
326,76,2024-03-17,2.0,purchase,22
